GEOID,x_coords,y_coords
4019004505,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[32.32827021435211, 32.28496894416289, 32.19836640378444, 32.15506513359522, 32.19836640378444, 32.28496894416289, 32.32827021435211]"
4019004506,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[32.241667673973666, 32.19836640378445, 32.111763863406, 32.06846259321678, 32.111763863406, 32.19836640378445, 32.241667673973666]"
4019004508,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[31.938558782649107, 31.895257512459885, 31.80865497208144, 31.76535370189222, 31.80865497208144, 31.895257512459885, 31.938558782649107]"
4019004513,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[32.15506513359522, 32.111763863406004, 32.025161323027554, 31.981860052838336, 32.025161323027554, 32.111763863406004, 32.15506513359522]"
4019004610,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[32.58807783548744, 32.54477656529822, 32.45817402491977, 32.41487275473055, 32.45817402491977, 32.54477656529822, 32.58807783548744]"
4019004621,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[33.021090537379656, 32.97778926719044, 32.89118672681199, 32.84788545662277, 32.89118672681199, 32.97778926719044, 33.021090537379656]"
4019004622,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[32.89118672681199, 32.84788545662277, 32.76128291624432, 32.7179816460551, 32.76128291624432, 32.84788545662277, 32.89118672681199]"
4019001200,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[31.722052431702995, 31.678751161513773, 31.59214862113533, 31.548847350946108, 31.59214862113533, 31.678751161513773, 31.722052431702995]"
4019001302,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[31.851956242270663, 31.80865497208144, 31.722052431703, 31.678751161513777, 31.722052431703, 31.80865497208144, 31.851956242270663]"
4019001400,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[32.06846259321677, 32.025161323027554, 31.938558782649107, 31.895257512459885, 31.938558782649107, 32.025161323027554, 32.06846259321677]"
4019004623,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[32.67468037586588, 32.631379105676665, 32.544776565298214, 32.501475295108996, 32.544776565298214, 32.631379105676665, 32.67468037586588]"
4019004624,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[33.15099434794732, 33.1076930777581, 33.02109053737965, 32.97778926719043, 33.02109053737965, 33.1076930777581, 33.15099434794732]"
4019004625,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[32.761282916244326, 32.71798164605511, 32.63137910567666, 32.58807783548744, 32.63137910567666, 32.71798164605511, 32.761282916244326]"
4019004626,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[32.97778926719043, 32.93448799700121, 32.84788545662276, 32.804584186433544, 32.84788545662276, 32.93448799700121, 32.97778926719043]"
4019003004,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[31.59214862113533, 31.548847350946108, 31.462244810567665, 31.418943540378443, 31.462244810567665, 31.548847350946108, 31.59214862113533]"
4019003002,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[31.98186005283833, 31.938558782649107, 31.851956242270663, 31.80865497208144, 31.851956242270663, 31.938558782649107, 31.98186005283833]"
4019003102,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[31.63544989132455, 31.59214862113533, 31.505546080756886, 31.462244810567665, 31.505546080756886, 31.59214862113533, 31.63544989132455]"
4019003304,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[31.76535370189222, 31.722052431703, 31.635449891324555, 31.592148621135333, 31.635449891324555, 31.722052431703, 31.76535370189222]"
4019003302,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[31.505546080756886, 31.462244810567665, 31.37564227018922, 31.332341, 31.37564227018922, 31.462244810567665, 31.505546080756886]"
4019003400,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[31.895257512459885, 31.851956242270663, 31.76535370189222, 31.722052431703, 31.76535370189222, 31.851956242270663, 31.895257512459885]"
4019003502,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[32.284968944162884, 32.241667673973666, 32.155065133595215, 32.111763863406, 32.155065133595215, 32.241667673973666, 32.284968944162884]"
4019003504,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[31.678751161513773, 31.63544989132455, 31.548847350946108, 31.505546080756886, 31.548847350946108, 31.63544989132455, 31.678751161513773]"
4019003702,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[31.548847350946108, 31.505546080756886, 31.418943540378443, 31.37564227018922, 31.418943540378443, 31.505546080756886, 31.548847350946108]"
4019003704,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[31.80865497208144, 31.76535370189222, 31.678751161513777, 31.635449891324555, 31.678751161513777, 31.76535370189222, 31.80865497208144]"
4019000300,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[32.37157148454133, 32.32827021435211, 32.24166767397366, 32.19836640378444, 32.24166767397366, 32.32827021435211, 32.37157148454133]"
4019001100,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[32.19836640378444, 32.15506513359522, 32.06846259321677, 32.025161323027554, 32.06846259321677, 32.15506513359522, 32.19836640378444]"
4019003705,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[31.418943540378443, 31.37564227018922, 31.289039729810778, 31.245738459621556, 31.289039729810778, 31.37564227018922, 31.418943540378443]"
4019003801,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[32.111763863406, 32.06846259321678, 31.981860052838332, 31.93855878264911, 31.981860052838332, 32.06846259321678, 32.111763863406]"
4019003802,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[32.45817402491977, 32.41487275473055, 32.3282702143521, 32.284968944162884, 32.3282702143521, 32.41487275473055, 32.45817402491977]"
4019003901,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[32.025161323027554, 31.98186005283833, 31.895257512459885, 31.851956242270663, 31.895257512459885, 31.98186005283833, 32.025161323027554]"
4019003902,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[31.59214862113533, 31.548847350946108, 31.462244810567665, 31.418943540378443, 31.462244810567665, 31.548847350946108, 31.59214862113533]"
4019003903,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[31.722052431702995, 31.678751161513773, 31.59214862113533, 31.548847350946108, 31.59214862113533, 31.678751161513773, 31.722052431702995]"
4019004008,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[32.544776565298214, 32.501475295108996, 32.414872754730546, 32.37157148454133, 32.414872754730546, 32.501475295108996, 32.544776565298214]"
4019004010,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[33.1076930777581, 33.06439180756888, 32.97778926719043, 32.93448799700121, 32.97778926719043, 33.06439180756888, 33.1076930777581]"
4019001500,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[32.84788545662277, 32.80458418643355, 32.7179816460551, 32.67468037586588, 32.7179816460551, 32.80458418643355, 32.84788545662277]"
4019001600,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[32.63137910567666, 32.58807783548744, 32.50147529510899, 32.45817402491977, 32.50147529510899, 32.58807783548744, 32.63137910567666]"
4019001700,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[33.23759688832576, 33.19429561813654, 33.10769307775809, 33.064391807568875, 33.10769307775809, 33.19429561813654, 33.23759688832576]"
4017965302,"[-111.8163, -111.7413, -111.7413, -111.8163, -111.8913, -111.8913, -111.8163]","[34.40673118343476, 34.36342991324554, 34.27682737286709, 34.23352610267787, 34.27682737286709, 34.36342991324554, 34.40673118343476]"
4017961702,"[-111.8163, -111.7413, -111.7413, -111.8163, -111.8913, -111.8913, -111.8163]","[34.320128643056314, 34.276827372867096, 34.190224832488646, 34.14692356229943, 34.190224832488646, 34.276827372867096, 34.320128643056314]"
4017965301,"[-111.8163, -111.7413, -111.7413, -111.8163, -111.8913, -111.8913, -111.8163]","[34.14692356229943, 34.10362229211021, 34.01701975173176, 33.97371848154254, 34.01701975173176, 34.10362229211021, 34.14692356229943]"
4017962501,"[-111.8163, -111.7413, -111.7413, -111.8163, -111.8913, -111.8913, -111.8163]","[34.060321021920984, 34.017019751731766, 33.930417211353316, 33.8871159411641, 33.930417211353316, 34.017019751731766, 34.060321021920984]"
4019002300,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[31.938558782649107, 31.895257512459885, 31.80865497208144, 31.76535370189222, 31.80865497208144, 31.895257512459885, 31.938558782649107]"
4019002400,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[31.462244810567665, 31.418943540378443, 31.332341, 31.289039729810778, 31.332341, 31.418943540378443, 31.462244810567665]"
4019002503,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[31.851956242270663, 31.80865497208144, 31.722052431703, 31.678751161513777, 31.722052431703, 31.80865497208144, 31.851956242270663]"
4019002504,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[32.241667673973666, 32.19836640378445, 32.111763863406, 32.06846259321678, 32.111763863406, 32.19836640378445, 32.241667673973666]"
4019002505,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[32.32827021435211, 32.28496894416289, 32.19836640378444, 32.15506513359522, 32.19836640378444, 32.28496894416289, 32.32827021435211]"
4019002604,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[32.7179816460551, 32.67468037586588, 32.58807783548743, 32.544776565298214, 32.58807783548743, 32.67468037586588, 32.7179816460551]"
4019002602,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[33.064391807568875, 33.021090537379656, 32.934487997001206, 32.89118672681199, 32.934487997001206, 33.021090537379656, 33.064391807568875]"
4019002704,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[32.93448799700121, 32.891186726811995, 32.804584186433544, 32.761282916244326, 32.804584186433544, 32.891186726811995, 32.93448799700121]"
4003001703,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[31.505546080756886, 31.462244810567665, 31.37564227018922, 31.332341, 31.37564227018922, 31.462244810567665, 31.505546080756886]"
4003001702,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[31.418943540378443, 31.37564227018922, 31.289039729810778, 31.245738459621556, 31.289039729810778, 31.37564227018922, 31.418943540378443]"
4003001402,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[31.63544989132455, 31.59214862113533, 31.505546080756886, 31.462244810567665, 31.505546080756886, 31.59214862113533, 31.63544989132455]"
4003001401,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[31.548847350946108, 31.505546080756886, 31.418943540378443, 31.37564227018922, 31.418943540378443, 31.505546080756886, 31.548847350946108]"
4003000301,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[31.462244810567665, 31.418943540378443, 31.332341, 31.289039729810778, 31.332341, 31.418943540378443, 31.462244810567665]"
4003000303,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[33.19429561813654, 33.150994347947325, 33.064391807568875, 33.021090537379656, 33.064391807568875, 33.150994347947325, 33.19429561813654]"
4001944000,"[-111.8163, -111.7413, -111.7413, -111.8163, -111.8913, -111.8913, -111.8163]","[34.83974388532698, 34.796442615137764, 34.70984007475931, 34.666538804570095, 34.70984007475931, 34.796442615137764, 34.83974388532698]"
4017964901,"[-111.8163, -111.7413, -111.7413, -111.8163, -111.8913, -111.8913, -111.8163]","[33.8871159411641, 33.84381467097488, 33.75721213059643, 33.71391086040721, 33.75721213059643, 33.84381467097488, 33.8871159411641]"
4017964902,"[-111.8163, -111.7413, -111.7413, -111.8163, -111.8913, -111.8913, -111.8163]","[33.800513400785654, 33.757212130596436, 33.670609590217985, 33.62730832002877, 33.670609590217985, 33.757212130596436, 33.800513400785654]"
4017962502,"[-111.8163, -111.7413, -111.7413, -111.8163, -111.8913, -111.8913, -111.8163]","[33.71391086040721, 33.67060959021799, 33.58400704983954, 33.540705779650324, 33.58400704983954, 33.67060959021799, 33.71391086040721]"
4017961701,"[-111.8163, -111.7413, -111.7413, -111.8163, -111.8913, -111.8913, -111.8163]","[34.75314134494853, 34.70984007475931, 34.62323753438086, 34.579936264191645, 34.62323753438086, 34.70984007475931, 34.75314134494853]"
4017965201,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[34.36342991324553, 34.320128643056314, 34.233526102677864, 34.190224832488646, 34.233526102677864, 34.320128643056314, 34.36342991324553]"
4017964801,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[34.450032453623976, 34.40673118343476, 34.32012864305631, 34.27682737286709, 34.32012864305631, 34.40673118343476, 34.450032453623976]"
4017964802,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[34.27682737286709, 34.23352610267787, 34.14692356229942, 34.1036222921102, 34.14692356229942, 34.23352610267787, 34.27682737286709]"
4017965202,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[34.190224832488646, 34.14692356229943, 34.06032102192098, 34.01701975173176, 34.06032102192098, 34.14692356229943, 34.190224832488646]"
4019000700,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[32.41487275473055, 32.371571484541334, 32.284968944162884, 32.241667673973666, 32.284968944162884, 32.371571484541334, 32.41487275473055]"
4021000315,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[33.4974045094611, 33.45410323927188, 33.36750069889343, 33.32419942870421, 33.36750069889343, 33.45410323927188, 33.4974045094611]"
4019000600,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[32.15506513359522, 32.111763863406004, 32.025161323027554, 31.981860052838336, 32.025161323027554, 32.111763863406004, 32.15506513359522]"
4019002000,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[32.501475295108996, 32.45817402491978, 32.37157148454133, 32.32827021435211, 32.37157148454133, 32.45817402491978, 32.501475295108996]"
4019003503,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[32.06846259321677, 32.025161323027554, 31.938558782649107, 31.895257512459885, 31.938558782649107, 32.025161323027554, 32.06846259321677]"
4019004722,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[33.324199428704205, 33.28089815851499, 33.194295618136536, 33.15099434794732, 33.194295618136536, 33.28089815851499, 33.324199428704205]"
4019002100,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[31.76535370189222, 31.722052431703, 31.635449891324555, 31.592148621135333, 31.635449891324555, 31.722052431703, 31.76535370189222]"
4019004643,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[33.15099434794732, 33.1076930777581, 33.02109053737965, 32.97778926719043, 33.02109053737965, 33.1076930777581, 33.15099434794732]"
4019004714,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[32.804584186433544, 32.761282916244326, 32.674680375865876, 32.63137910567666, 32.674680375865876, 32.761282916244326, 32.804584186433544]"
4019004116,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[31.98186005283833, 31.938558782649107, 31.851956242270663, 31.80865497208144, 31.851956242270663, 31.938558782649107, 31.98186005283833]"
4019004036,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[32.58807783548744, 32.54477656529822, 32.45817402491977, 32.41487275473055, 32.45817402491977, 32.54477656529822, 32.58807783548744]"
4019001900,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[33.021090537379656, 32.97778926719044, 32.89118672681199, 32.84788545662277, 32.89118672681199, 32.97778926719044, 33.021090537379656]"
4019004320,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[31.895257512459885, 31.851956242270663, 31.76535370189222, 31.722052431703, 31.76535370189222, 31.851956242270663, 31.895257512459885]"
